company_id,company_name,is_target,country,currency,gics_sector,gics_sub_industry,fiscal_year,revenues,operating_costs,ebitda,depreciation_amortization,ebit,interest_expense,pre_tax_income,taxes,net_income,nopat,net_fixed_assets,net_working_capital,net_invested_capital,gross_debt,cash,net_debt,equity,total_assets,capex,cost_of_debt,corporate_tax_rate,employees,data_source
a_v_saldature_s_r_l,A.V. SALDATURE S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2023,6.560327,6.239568,0.320759,0.094257,0.226502,0.153855,0.072647,0.043482,0.029165,0.090932,0.92727,1.664629,2.591899,2.39532,0.080362,2.314958,0.276941,4.377083,0.089469,0.064232,0.279,12,aida
a_v_saldature_s_r_l,A.V. SALDATURE S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2024,6.068727,5.77242,0.296307,0.122431,0.173876,0.1381,0.035776,0.025259,0.010517,0.06955,0.838544,1.881669,2.720213,2.546896,0.164141,2.382755,0.337458,4.630432,0.033705,0.054223,0.279,13,aida
abraservice_italia_s_p_a,ABRASERVICE ITALIA S.P.A.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2020,7.238377,6.343953,0.894424,0.323062,0.571362,0.034705,0.536657,0.141514,0.395143,0.420696,3.782386,4.232953,8.015339,3.156492,0.073035,3.083457,4.931882,9.971366,0.323062,0.010995,0.279,18,aida
abraservice_italia_s_p_a,ABRASERVICE ITALIA S.P.A.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2021,9.28512,6.647801,2.637319,0.317865,2.319454,0.031517,2.287937,0.626445,1.661492,1.68438,3.635754,4.014081,7.649835,2.100521,1.04406,1.056461,6.593374,10.781343,0.171233,0.015004,0.279,20,aida
abraservice_italia_s_p_a,ABRASERVICE ITALIA S.P.A.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2022,9.108319,6.239358,2.868961,0.322525,2.546436,0.028637,2.517799,0.702413,1.815386,1.836034,3.542962,4.359912,7.902874,1.843307,2.049192,-0.205885,8.108759,11.360148,0.229733,0.015536,0.279,22,aida
abraservice_italia_s_p_a,ABRASERVICE ITALIA S.P.A.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2023,8.633201,7.141172,1.492029,0.30823,1.183799,0.043546,1.140253,0.319253,0.821,0.852354,3.515611,3.436725,6.952336,0.0,1.677421,-1.677421,8.629757,10.438664,0.280879,0.0617,0.279,22,aida
abraservice_italia_s_p_a,ABRASERVICE ITALIA S.P.A.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2024,6.01923,5.49405,0.52518,0.31934,0.20584,0.0,0.273128,0.086221,0.186907,0.14086,3.946959,2.29559,6.242549,0.0,2.074115,-2.074115,8.316664,10.043601,0.750688,0.052,0.279,22,aida
acciai_coils_lamiere_societa_a_responsabilita_limitata_enunciabile_anche_a_c_l_srl,ACCIAI COILS & LAMIERE SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE A.C.L. SRL,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2020,6.58076,6.2104,0.37036,0.018444,0.351916,0.034588,0.317328,0.102319,0.215009,0.238444,0.016168,3.348293,3.364461,2.723615,0.17546,2.548155,0.816306,4.763249,0.018444,0.012699,0.279,2,aida
acciai_coils_lamiere_societa_a_responsabilita_limitata_enunciabile_anche_a_c_l_srl,ACCIAI COILS & LAMIERE SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE A.C.L. SRL,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2021,9.79613,9.243697,0.552433,0.01888,0.533553,0.040584,0.492969,0.151998,0.340971,0.369042,0.016422,4.432833,4.449255,3.503863,0.111885,3.391978,1.057277,6.718405,0.019134,0.011583,0.279,2,aida
acciai_coils_lamiere_societa_a_responsabilita_limitata_enunciabile_anche_a_c_l_srl,ACCIAI COILS & LAMIERE SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE A.C.L. SRL,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2022,11.127295,9.628881,1.498414,0.005037,1.493377,0.047859,1.445518,0.416733,1.028785,1.062847,0.016876,4.349466,4.366342,2.61015,0.22987,2.38028,1.986062,5.706171,0.005491,0.018336,0.279,2,aida
acciai_coils_lamiere_societa_a_responsabilita_limitata_enunciabile_anche_a_c_l_srl,ACCIAI COILS & LAMIERE SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE A.C.L. SRL,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2023,8.033691,7.218664,0.815027,0.019314,0.795713,0.057486,0.738227,0.227891,0.510336,0.550076,0.018185,3.253947,3.272132,1.225937,0.250203,0.975734,2.296398,5.004947,0.020623,0.046891,0.279,3,aida
acciai_coils_lamiere_societa_a_responsabilita_limitata_enunciabile_anche_a_c_l_srl,ACCIAI COILS & LAMIERE SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE A.C.L. SRL,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2024,6.296238,6.056385,0.239853,0.013666,0.226187,0.036223,0.189964,0.075907,0.114057,0.135806,0.015405,2.085895,2.1013,0.387971,0.557795,-0.169824,2.271124,4.514539,0.010886,0.093365,0.279,3,aida
acciaioservice_s_r_l,ACCIAIOSERVICE S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2020,11.006271,10.842162,0.164109,0.083187,0.080922,0.053104,0.027818,0.012604,0.015214,0.044257,2.13326,0.983004,3.116264,2.683119,0.861435,1.821684,1.29458,7.846718,0.083187,0.019792,0.279,21,aida
acciaioservice_s_r_l,ACCIAIOSERVICE S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2021,12.340938,12.207167,0.133771,0.030665,0.103106,0.04888,0.054226,0.02238,0.031846,0.060552,0.649714,2.449616,3.09933,2.118759,0.345852,1.772907,1.326423,4.763548,-1.452881,0.02307,0.279,13,aida
acciaioservice_s_r_l,ACCIAIOSERVICE S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2022,9.379121,9.157366,0.221755,0.098368,0.123387,0.02355,0.099837,0.042089,0.057748,0.07137,0.634252,3.032668,3.66692,2.738607,0.455859,2.282748,1.384172,5.00467,0.082906,0.008599,0.279,10,aida
acciaioservice_s_r_l,ACCIAIOSERVICE S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2023,6.455773,6.274509,0.181264,0.068968,0.112296,0.071652,0.040644,0.01954,0.021104,0.058309,0.62234,2.204402,2.826742,2.23793,0.816466,1.421464,1.405278,4.519811,0.057056,0.032017,0.279,11,aida
acciaioservice_s_r_l,ACCIAIOSERVICE S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2024,5.68902,5.540581,0.148439,0.03619,0.112249,0.051523,0.060726,0.029793,0.030933,0.057178,0.633114,1.072427,1.705541,1.259876,0.990546,0.26933,1.436211,4.633706,0.046964,0.040895,0.279,10,aida
actis_furio_societa_a_responsabilita_limitata,ACTIS FURIO SOCIETA' A RESPONSABILITA' LIMITATA,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2020,4.662219,4.537855,0.124364,0.181181,-0.056817,0.017721,-0.074538,-0.010663,-0.063875,-0.040965,1.54203,0.331188,1.873218,0.648675,0.005351,0.643324,1.229894,3.500963,0.181181,0.027319,0.279,12,aida
actis_furio_societa_a_responsabilita_limitata,ACTIS FURIO SOCIETA' A RESPONSABILITA' LIMITATA,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2021,6.739926,6.409938,0.329988,0.172649,0.157339,0.018164,0.139175,0.0607,0.078475,0.088717,1.47957,-0.049895,1.429675,0.560728,0.439422,0.121306,1.308369,4.720638,0.110189,0.032394,0.279,13,aida
actis_furio_societa_a_responsabilita_limitata,ACTIS FURIO SOCIETA' A RESPONSABILITA' LIMITATA,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2022,8.122766,7.283338,0.839428,0.183468,0.65596,0.018781,0.637179,0.19978,0.437399,0.450291,1.396168,0.138293,1.534461,0.399931,0.511237,-0.111306,1.645767,4.715997,0.100066,0.046961,0.279,13,aida
actis_furio_societa_a_responsabilita_limitata,ACTIS FURIO SOCIETA' A RESPONSABILITA' LIMITATA,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2023,7.344433,6.809234,0.535199,0.154484,0.380715,0.013463,0.367252,0.113647,0.253605,0.262902,1.361911,0.273213,1.635124,0.237036,0.501284,-0.264248,1.899372,4.392509,0.120227,0.056797,0.279,13,aida
actis_furio_societa_a_responsabilita_limitata,ACTIS FURIO SOCIETA' A RESPONSABILITA' LIMITATA,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2024,6.732415,6.517359,0.215056,0.133641,0.081415,0.003937,0.077478,0.036914,0.040564,0.042625,1.336454,0.416969,1.753423,0.118266,0.204779,-0.086513,1.839936,4.214166,0.108184,0.033289,0.279,14,aida
agm_energy_s_r_l,AGM ENERGY S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2020,2.914757,2.990778,-0.076021,0.001035,-0.077056,0.024543,-0.101599,0.000248,-0.101847,-0.055557,0.000888,-0.209327,-0.208439,0.0,1.504983,-1.504983,1.296544,2.224254,0.001035,0.0275,0.279,5,aida
agm_energy_s_r_l,AGM ENERGY S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2021,5.451239,5.447929,0.00331,0.00176,0.00155,0.0,0.006956,0.0,0.006956,0.00155,0.001897,0.153612,0.155509,0.0,1.14799,-1.14799,1.303499,2.893806,0.002769,0.0201,0.279,5,aida
agm_energy_s_r_l,AGM ENERGY S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2022,5.930935,5.80689,0.124045,0.000864,0.123181,0.0,0.198538,0.020448,0.17809,0.110494,0.00237,0.127116,0.129486,0.0,1.352104,-1.352104,1.48159,3.125964,0.001337,0.0537,0.279,5,aida
agm_energy_s_r_l,AGM ENERGY S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2023,6.429254,6.284322,0.144932,0.005723,0.139209,0.049584,0.089625,0.032067,0.057558,0.089401,0.012156,-0.130099,-0.117943,0.0,1.657092,-1.657092,1.539149,2.822188,0.015509,0.0617,0.279,4,aida
agm_energy_s_r_l,AGM ENERGY S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2024,6.9358,6.749047,0.186753,0.007156,0.179597,0.0,0.256748,0.063458,0.19329,0.135208,0.011476,-0.184766,-0.17329,0.0,1.90573,-1.90573,1.73244,3.46932,0.006476,0.052,0.279,4,aida
agnelli_metalli_s_p_a,AGNELLI METALLI S.P.A.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2020,11.710281,11.527067,0.183214,0.136575,0.046639,0.083836,-0.149624,0.025,-0.174624,0.033627,12.896125,1.455801,14.351926,6.852812,1.664356,5.188456,9.16347,23.485247,0.136575,0.012234,0.279,34,aida
agnelli_metalli_s_p_a,AGNELLI METALLI S.P.A.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2021,18.496329,17.046192,1.450137,0.440577,1.00956,0.105368,0.896595,0.317401,0.579194,0.652169,12.537527,-0.073424,12.464103,6.927478,4.206038,2.72144,9.742663,27.501967,0.081979,0.01521,0.279,34,aida
agnelli_metalli_s_p_a,AGNELLI METALLI S.P.A.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2022,25.033347,21.716997,3.31635,0.419011,2.897339,0.110209,2.78713,0.839401,1.947729,2.024746,13.720832,3.708367,17.429199,10.381729,3.702921,6.678808,10.750391,31.316346,1.602316,0.010616,0.279,33,aida
agnelli_metalli_s_p_a,AGNELLI METALLI S.P.A.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2023,20.083682,18.320593,1.763089,0.747386,1.015703,0.249472,0.766231,0.366401,0.39983,0.530008,13.58759,3.599275,17.186865,8.771717,2.735073,6.036644,11.150221,28.798541,0.614144,0.02844,0.279,34,aida
agnelli_metalli_s_p_a,AGNELLI METALLI S.P.A.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2024,17.27722,16.219907,1.057313,0.447389,0.609924,0.24246,0.367464,0.141901,0.225563,0.374394,13.632318,5.459666,19.091984,8.086126,0.369927,7.716199,11.375785,27.945837,0.492117,0.029985,0.279,35,aida
al_monte_s_r_l,AL MONTE S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2020,4.52845,4.55129,-0.02284,0.039729,-0.062569,0.034064,-0.096633,0.001584,-0.098217,-0.045112,0.028964,0.426605,0.455569,0.0,0.004347,-0.004347,0.459916,1.437115,0.039729,0.0275,0.279,7,aida
al_monte_s_r_l,AL MONTE S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2021,3.97853,3.941891,0.036639,0.020299,0.01634,0.034435,-0.018095,0.004827,-0.022922,0.011781,0.023515,0.409953,0.433468,0.0,0.003527,-0.003527,0.436995,1.541667,0.01485,0.0201,0.279,7,aida
al_monte_s_r_l,AL MONTE S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2022,4.561458,4.510073,0.051385,0.009159,0.042226,0.039155,0.003071,0.001378,0.001693,0.023279,0.017881,0.196432,0.214313,0.0,0.002377,-0.002377,0.21669,1.504654,0.003525,0.0537,0.279,6,aida
al_monte_s_r_l,AL MONTE S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2023,4.398686,4.348376,0.05031,0.006769,0.043541,0.036658,0.006883,0.001891,0.004992,0.031579,0.017102,0.204344,0.221446,0.0,0.000236,-0.000236,0.221682,1.346635,0.00599,0.0617,0.279,6,aida
al_monte_s_r_l,AL MONTE S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2024,5.378562,5.298622,0.07994,0.00517,0.07477,0.036203,0.038567,0.00542,0.033147,0.064262,0.012649,0.241902,0.254551,0.0,0.000278,-0.000278,0.254829,1.260091,0.000717,0.052,0.279,6,aida
alba_alluminio_srl,ALBA ALLUMINIO SRL,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2020,6.026193,5.850982,0.175211,0.053024,0.122187,0.014856,0.107331,0.035845,0.071486,0.081381,0.346504,1.116232,1.462736,0.696452,0.702594,-0.006142,1.468878,4.662415,0.053024,0.021331,0.279,9,aida
alba_alluminio_srl,ALBA ALLUMINIO SRL,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2021,11.858665,10.663376,1.195289,0.059275,1.136014,0.00261,1.133404,0.332626,0.800778,0.802622,0.35399,1.025439,1.379429,0.421916,1.312142,-0.890226,2.269655,8.197703,0.066761,0.006186,0.279,9,aida
alba_alluminio_srl,ALBA ALLUMINIO SRL,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2022,13.934998,13.087169,0.847829,0.059217,0.788612,0.006201,0.782411,0.228542,0.553869,0.558259,0.321172,3.10641,3.427582,1.101812,0.347756,0.754056,2.673526,6.266637,0.026399,0.005628,0.279,9,aida
alba_alluminio_srl,ALBA ALLUMINIO SRL,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2023,11.792102,11.10222,0.689882,0.055036,0.634846,0.0,0.640776,0.19539,0.445386,0.441264,0.322931,2.061842,2.384773,0.139665,0.873805,-0.73414,3.118913,6.687427,0.056795,0.0,0.279,9,aida
alba_alluminio_srl,ALBA ALLUMINIO SRL,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2024,11.737453,10.834684,0.902769,0.121376,0.781393,0.05196,0.729433,0.220055,0.509378,0.545663,1.168667,2.763816,3.932483,1.820061,0.609889,1.210172,2.722311,7.679294,0.967112,0.028548,0.279,11,aida
alca_s_r_l,ALCA S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2020,5.253921,4.468019,0.785902,0.279619,0.506283,0.024646,0.481637,0.131629,0.350008,0.367918,3.091067,1.022493,4.11356,3.28032,1.244701,2.035619,2.077941,7.902678,0.279619,0.007513,0.279,11,aida
alca_s_r_l,ALCA S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2021,8.907896,6.927873,1.980023,0.275443,1.70458,0.035015,1.669565,0.47917,1.190395,1.215361,2.967001,1.191392,4.158393,3.448026,1.30814,2.139886,2.018507,9.757102,0.151377,0.010155,0.279,12,aida
alca_s_r_l,ALCA S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2022,12.619734,9.336357,3.283377,0.312503,2.970874,0.022821,2.948053,0.816559,2.131494,2.147994,2.958557,2.268478,5.227035,3.088053,1.15888,1.929173,3.297862,10.649954,0.304059,0.00739,0.279,11,aida
alca_s_r_l,ALCA S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2023,10.629527,7.188563,3.440964,0.305297,3.135667,0.021545,3.114122,0.870778,2.243344,2.258865,2.83544,1.642082,4.477522,1.435845,1.729973,-0.294128,4.77165,9.533131,0.18218,0.015005,0.279,11,aida
alca_s_r_l,ALCA S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2024,8.897327,6.280984,2.616343,0.306674,2.309669,0.0,2.33033,0.651131,1.679199,1.664311,2.840503,1.207724,4.048227,0.516283,1.908041,-1.391758,5.439985,9.237237,0.311737,0.0,0.279,10,aida
allmax_s_r_l,ALLMAX S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2020,4.612443,4.459204,0.153239,0.041738,0.111501,0.004172,0.107329,0.011145,0.096184,0.099923,0.156181,0.659028,0.815209,0.69639,0.433284,0.263106,0.552103,3.02871,0.041738,0.005991,0.279,8,aida
allmax_s_r_l,ALLMAX S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2021,7.941886,7.56358,0.378306,0.038709,0.339597,0.001794,0.337803,0.101685,0.236118,0.237372,0.139783,0.352109,0.491892,0.246952,0.543279,-0.296327,0.788219,4.892274,0.022311,0.007265,0.279,7,aida
allmax_s_r_l,ALLMAX S.R.L.,0,IT,EUR,Industrials,Metals Wholesale (ATECO 4672),2022,11.372217,10.968876,0.403341,0.041301,0.36204,0.006475,0.355565,0.106294,0.249271,0.25381,0.124211,1.007501,1.131712,0.723142,0.62892,0.094222,1.03749,4.887938,0.025729,0.008954,0.279,10,aida
